Id,Name,FullName,HtmlUrl,Description,Language,CreatedAt,UpdatedAt,PushedAt,OpenIssuesCount,ForksCount,StargazersCount,WatchersCount,Size,OwnerLogin,OwnerType,License
269336148,Docker-OSX,sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.,Shell,2020-06-04T11:01:37Z,2024-11-05T23:06:05Z,2024-10-14T09:51:21Z,371,2652,47977,47977,13770,sickcodes,User,GNU General Public License v3.0
1424470,moment,moment/moment,https://github.com/moment/moment,"Parse, validate, manipulate, and display dates in javascript.",JavaScript,2011-03-01T02:46:06Z,2024-11-05T14:14:44Z,2024-08-14T17:12:19Z,256,7046,47974,47974,22191,moment,Organization,MIT License
7508411,RxJava,ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,Java,2013-01-08T20:11:48Z,2024-11-05T23:18:08Z,2024-10-25T07:18:19Z,13,7599,47907,47907,142879,ReactiveX,Organization,Apache License 2.0
11225014,etcd,etcd-io/etcd,https://github.com/etcd-io/etcd,Distributed reliable key-value store for the most critical data of a distributed system,Go,2013-07-06T21:57:21Z,2024-11-05T22:14:48Z,2024-11-05T07:10:57Z,391,9765,47770,47770,86149,etcd-io,Organization,Apache License 2.0
137078487,core,vuejs/core,https://github.com/vuejs/core,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",TypeScript,2018-06-12T13:49:36Z,2024-11-05T22:41:28Z,2024-11-04T15:12:35Z,912,8312,47540,47540,30096,vuejs,Organization,MIT License
15452919,go-ethereum,ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,Go implementation of the Ethereum protocol,Go,2013-12-26T13:05:46Z,2024-11-05T23:29:32Z,2024-11-05T17:29:38Z,324,20125,47528,47528,217520,ethereum,Organization,GNU Lesser General Public License v3.0
618058471,segment-anything,facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",Jupyter Notebook,2023-03-23T17:03:03Z,2024-11-05T23:45:46Z,2024-09-18T17:46:55Z,551,5614,47465,47465,18751,facebookresearch,Organization,Apache License 2.0
21700699,awesome-ios,vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects ",Swift,2014-07-10T16:03:45Z,2024-11-05T20:52:15Z,2024-08-12T14:22:47Z,3,6836,47297,47297,13667,vsouza,User,MIT License
130688011,meilisearch,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,"A lightning-fast search API that fits effortlessly into your apps, websites, and workflow",Rust,2018-04-23T11:45:28Z,2024-11-06T00:09:49Z,2024-11-05T16:11:02Z,191,1838,47232,47232,62624,meilisearch,Organization,MIT License
52281283,mastodon,mastodon/mastodon,https://github.com/mastodon/mastodon,"Your self-hosted, globally interconnected microblogging community",Ruby,2016-02-22T15:01:25Z,2024-11-05T21:49:33Z,2024-11-05T14:49:39Z,4371,6964,47063,47063,262714,mastodon,Organization,GNU Affero General Public License v3.0
17803236,rclone,rclone/rclone,https://github.com/rclone/rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",Go,2014-03-16T16:19:57Z,2024-11-05T21:52:20Z,2024-11-04T23:43:09Z,1078,4211,47049,47049,191679,rclone,Organization,MIT License
31629751,cypress,cypress-io/cypress,https://github.com/cypress-io/cypress,"Fast, easy and reliable testing for anything that runs in a browser.",JavaScript,2015-03-04T00:46:28Z,2024-11-05T20:33:35Z,2024-11-05T23:15:48Z,1448,3179,47013,47013,706004,cypress-io,Organization,MIT License
128907699,dayjs,iamkun/dayjs,https://github.com/iamkun/dayjs,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,JavaScript,2018-04-10T09:26:44Z,2024-11-05T19:44:07Z,2024-10-20T14:03:08Z,1025,2300,46943,46943,5597,iamkun,User,MIT License
348060227,astro,withastro/astro,https://github.com/withastro/astro,The web framework for content-driven websites. ⭐️ Star to support our work!,TypeScript,2021-03-15T17:19:47Z,2024-11-05T23:48:44Z,2024-11-05T22:50:51Z,173,2474,46605,46605,186357,withastro,Organization,Other
34302698,serverless,serverless/serverless,https://github.com/serverless/serverless,"⚡ Serverless Framework – Effortlessly build apps that auto-scale, incur zero costs when idle, and require minimal maintenance using AWS Lambda and other managed cloud services.",JavaScript,2015-04-21T03:48:40Z,2024-11-05T22:25:26Z,2024-10-28T18:01:17Z,1256,5715,46457,46457,99961,serverless,Organization,MIT License
172378503,powerlevel10k,romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,A Zsh theme,Shell,2019-02-24T19:09:45Z,2024-11-06T00:02:05Z,2024-10-28T10:32:27Z,75,2184,46353,46353,72016,romkatv,User,MIT License
133251103,dive,wagoodman/dive,https://github.com/wagoodman/dive,A tool for exploring each layer in a docker image,Go,2018-05-13T15:44:01Z,2024-11-05T22:31:58Z,2024-07-15T05:05:37Z,206,1759,46161,46161,6662,wagoodman,User,MIT License
68957920,awesome-wechat-weapp,justjavac/awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,微信小程序开发资源汇总 :100:,,2016-09-22T20:04:48Z,2024-11-05T20:24:21Z,2024-01-29T07:08:53Z,2,8665,45915,45915,822,justjavac,User,GNU General Public License v3.0
5152285,okhttp,square/okhttp,https://github.com/square/okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",Kotlin,2012-07-23T13:42:55Z,2024-11-05T22:49:46Z,2024-11-05T06:50:55Z,176,9161,45851,45851,54975,square,Organization,Apache License 2.0
1614410,FFmpeg,FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,Mirror of https://git.ffmpeg.org/ffmpeg.git,C,2011-04-14T14:12:38Z,2024-11-05T23:29:13Z,2024-11-06T00:05:05Z,3,12146,45831,45831,424464,FFmpeg,Organization,Other
98029592,learn-regex,ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,Learn regex the easy way,,2017-07-22T12:21:03Z,2024-11-05T22:03:24Z,2024-02-23T13:17:14Z,71,6243,45642,45642,991,ziishaned,User,MIT License
85031442,hiring-without-whiteboards,poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,⭐️  Companies that don't have a broken hiring process,JavaScript,2017-03-15T05:09:01Z,2024-11-05T18:39:56Z,2024-10-25T20:17:19Z,16,3597,45616,45616,3296,poteto,User,MIT License
162279822,Motrix,agalwood/Motrix,https://github.com/agalwood/Motrix,A full-featured download manager.,JavaScript,2018-12-18T11:45:05Z,2024-11-05T20:06:15Z,2024-07-11T12:09:20Z,739,4554,45601,45601,69808,agalwood,User,MIT License
135786093,react,typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,Cheatsheets for experienced React developers getting started with TypeScript,JavaScript,2018-06-02T04:08:16Z,2024-11-05T23:20:53Z,2024-10-20T17:58:02Z,1,4121,45412,45412,3175,typescript-cheatsheets,Organization,MIT License
701547123,open-webui,open-webui/open-webui,https://github.com/open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",Svelte,2023-10-06T22:08:27Z,2024-11-05T23:54:04Z,2024-11-05T23:15:34Z,128,5543,45411,45411,140785,open-webui,Organization,MIT License
82227585,design-patterns-for-humans,kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,An ultra-simplified explanation to design patterns,,2017-02-16T21:24:39Z,2024-11-05T18:52:22Z,2024-06-12T13:18:45Z,16,5292,45386,45386,159,kamranahmedse,User,NA
180190854,appwrite,appwrite/appwrite,https://github.com/appwrite/appwrite,"Your backend, minus the hassle.",TypeScript,2019-04-08T16:36:25Z,2024-11-06T00:00:29Z,2024-11-05T18:47:51Z,714,4002,45197,45197,298463,appwrite,Organization,"BSD 3-Clause ""New"" or ""Revised"" License"
178991158,starship,starship/starship,https://github.com/starship/starship,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",Rust,2019-04-02T03:23:12Z,2024-11-05T21:41:55Z,2024-11-04T22:17:58Z,780,1965,45124,45124,39090,starship,Organization,ISC License
660551251,MetaGPT,geekan/MetaGPT,https://github.com/geekan/MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",Python,2023-06-30T09:04:55Z,2024-11-06T00:08:22Z,2024-11-04T14:53:32Z,80,5341,44915,44915,180595,geekan,User,MIT License
3214406,meteor,meteor/meteor,https://github.com/meteor/meteor,"Meteor, the JavaScript App Platform",JavaScript,2012-01-19T01:58:17Z,2024-11-05T19:55:51Z,2024-11-05T17:51:55Z,325,5195,44410,44410,132272,meteor,Organization,Other
402860175,fuels-ts,FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,Fuel Network Typescript SDK,TypeScript,2021-09-03T18:11:03Z,2024-11-05T02:34:32Z,2024-11-05T13:49:26Z,144,1344,44054,44054,45235,FuelLabs,Organization,Apache License 2.0
